sbid,tenure,expense,COUNT,perperson,entropy,chgexpense,chgcount,churn
1446553089,1508,47.01,20,5.19,2.115634932,-0.332244318,0.176470588,0
1446553227,1509,70,64,7.8084375,3.270833879,-0.438292409,-0.135135135,0
1446553300,1522,104,24,5.089166667,2.70208032,0,0.263157895,0
1446553458,1521,81.26,22,23.09,1.651270122,0.076006356,-0.185185185,0
1446553466,1515,77.8,30,8.307,2.822566228,-0.099224268,-0.166666667,0
1446553470,1522,89,48,6.673125,2.604641696,0,0.411764706,0
1446553480,1522,91,43,9.587674419,3.263935395,0.02247191,0.592592593,0
1446553520,1522,89,23,4.113043478,1.776732025,0,0,0
1446553570,1522,104.4,74,8.354594595,3.08717873,0.173033708,0.574468085,0
1446553591,1510,251.32,284,4.603767606,5.080288716,-0.054263566,0.502645503,0
1446553610,1522,89,18,6.541111111,2.28922039,0,-0.217391304,0
1446553650,1522,89,7,4.35,1.250792151,0,-0.588235294,0
1446553675,1505,95.02,47,5.717446809,2.224648048,0.347801418,-0.096153846,0
1446553945,1505,146.85,84,7.982261905,3.341425394,0.531761761,0.012048193,0
1446554043,1506,35,5,12.912,0.809664211,0,0.666666667,0
1446554087,1509,129.15,107,18.48186916,3.28321836,0.23328877,-0.027272727,0
1446554204,1522,89,25,9.7192,2.729401255,0,-0.137931034,0
1446554214,1522,89,17,5.835882353,1.93791001,0,0.214285714,0
1446554274,1522,89,8,3.79,0.998425423,0,-0.428571429,0
1446554340,1521,115.7,80,6.5945,3.593682223,-0.010265184,0.081081081,0
1446554350,1521,94,10,11.978,1.544458425,0,0.111111111,0
1446554489,1507,99,15,22.37533333,1.91628394,0,-0.285714286,0
1446554502,1521,74.28,31,4.395483871,1.964693117,-0.276376035,-0.138888889,0
1446554574,1522,89,32,10.5240625,2.143300809,0,0,0
1446554604,1522,89,23,6.465217391,2.327288726,0,0.642857143,0
1446554666,1512,107.67,108,4.910185185,3.835640446,-0.119263804,-0.12195122,0
1446554690,1521,134.4,112,4.234642857,4.210958012,0.027522936,0.287356322,0
1446555011,1509,128.75,38,5.529736842,2.345601463,0.462237365,0.151515152,0
1446555105,1504,59.69,127,4.54,3.985273279,-0.027533399,0.007936508,0
1446555407,1508,61.3,55,5.659636364,2.885720704,-0.252347847,-0.083333333,0
1446555540,1521,233.72,165,3.640363636,4.444419876,0.21356249,0.037735849,0
1446555627,1508,120.23,15,18.49466667,1.409527,0.213708863,-0.166666667,0
1446555713,1505,91.08,70,7.96,3.545911111,-0.080650045,-0.054054054,0
1446555748,1518,103.23,51,7.052941177,3.249848887,0.06642562,0,0
1446555786,1512,153.14,159,7.547295598,4.103742023,0.044967588,-0.086206897,0
1446555817,1507,52.87,95,3.72231579,3.566148254,-0.401177936,-0.136363636,0
1446555837,1507,93.45,53,4.327735849,3.178588468,0.061328791,0.152173913,0
1446555943,1505,112.1,50,5.3888,3.077902521,-0.019676432,-0.038461538,1
1446555955,1503,87.16,10,3.943,1.750205186,0.31800998,0.666666667,0
1446556246,1512,113.37,38,2.758421053,3.113403951,0.066208972,-0.5,0
1446556250,1521,46.6,30,3.626666667,2.545482152,-0.375418845,-0.117647059,0
1446556388,1518,260.5,54,3.265925926,3.349974413,0.037889956,0.038461539,0
1446556405,1503,214.24,90,11.83222222,3.426742327,0.394973304,0.034482759,0
1446556572,1518,76.51,34,7.555588235,2.865541879,0.597286013,0.03030303,0
1446556697,1507,112.78,49,16.14571429,2.397054802,-0.042533322,0.166666667,0
1446556785,1503,121.73,65,5.016923077,3.183691916,0.036,-0.226190476,0
1446556846,1511,103.9,37,6.267027027,2.502842562,-0.799737867,-0.339285714,0
1446556986,1511,95.82,83,5.102891566,3.747697094,-0.490617192,-0.06741573,0
1446557038,1517,220.35,61,14.28344262,2.956637819,0.90219268,0.452380952,0
1446557051,1508,114.06,54,11.79925926,2.472271465,0.093576222,0.173913044,0
1446557079,1505,132.41,38,4.775,2.694665579,-0.581827943,-0.631067961,0
1446557147,1506,120,38,5.844210526,2.406855527,0.751824818,0.310344828,0
1446557209,1505,10,105,2.349428571,4.03675988,-0.954069447,0.05,0
1446557220,1521,93.61,114,6.636929825,3.833745221,-0.048485465,-0.017241379,0
1446557279,1505,197.16,77,5.894155844,3.512341599,0.005918367,-0.252427184,0
1446557321,1508,138.4,37,16.94243243,2.09972759,-0.021216407,-0.229166667,0
1446557555,1502,113.03,71,2.94056338,3.763636232,0.02475068,-0.053333333,0
1446557571,1508,57.4,55,6.728363636,3.095433259,-0.274977896,0.018518519,0
1446557596,1510,136.93,114,8.960438597,3.689635857,-0.124768297,0.151515152,0
1446557670,1521,119.5,88,10.32295455,3.279765576,-0.350543478,0.011494253,0
1446557776,1510,174.49,212,7.023443396,4.103569753,-0.204767113,0.350318471,0
1446557832,1517,108.05,80,2.871375,3.612807668,-0.004881194,-0.365079365,0
1446557855,1502,142,12,24.98166667,1.54990001,0,0,0
1446557932,1517,91.45,69,5.912463768,3.607903883,0.71126497,0.301886793,0
1446557955,1502,148,52,2.999423077,3.401193256,0.057142857,-0.223880597,0
1446557962,1517,296.9,205,6.284097561,4.435199147,0.009863946,0.062176166,0
1446558025,1502,137.99,174,9.78454023,3.870352218,0.131065574,0.005780347,0
1446558285,1502,140,14,21.28642857,1.546054331,-0.206888738,-0.363636364,0
1446558329,1504,110,78,4.092179487,3.610185424,0,0.5,0
1446558358,1517,84.43,9,3.203333333,2.047430053,-0.010199297,-0.25,0
1446558860,1520,61.4,18,8.023333333,1.907059126,-0.061735941,0.8,1
1446558985,1501,90.3,32,3.631875,2.945710282,0.116883117,0.142857143,0
1446559011,1507,115.4,26,3.204615385,2.81447055,-0.139255613,-0.1875,0
1446559081,1507,99.1,59,6.464067797,3.416207556,0,-0.032786885,0
1446559156,1510,184.58,20,37.7235,1.880745458,0.327913669,0.333333333,0
1446559185,1501,212,48,9.856458333,2.746522824,-0.490274338,-0.172413793,0
1446559202,1516,86.5,46,7.279565217,2.304768164,-0.036641051,-0.08,0
1446559229,1503,88.4,22,11.13727273,2.008730123,-0.15648855,-0.488372093,0
1446559468,1516,257.62,114,9.868157895,3.583082501,0.075792375,-0.033898305,0
1446559487,1504,123.47,88,6.06875,3.502287425,0.462914692,0.275362319,0
1446559491,1506,78.64,51,9.507647059,3.025725898,0.006269994,0.133333333,0
1446559573,1502,168,31,5.119354839,2.784696905,-0.002908184,0.24,0
1446559713,1502,143.32,28,14.79821429,2.75978439,0.023714286,-0.176470588,0
1446559749,1503,92.22,80,4.625375,3.695059204,0.057326301,-0.157894737,0
1446559813,1502,234.97,55,3.932363636,2.934995132,-0.129740741,-0.3125,0
1446559929,1503,89.06,23,27.12695652,1.823319678,-0.469249106,-0.477272727,0
1446560080,1518,122.85,15,7.06,1.700607007,0.520420792,0.363636364,0
1446560088,1516,164.55,2,3.435,0,-0.258616806,-0.777777778,0
1446560187,1504,76.1,38,6.83,2.846612855,0.003560596,-0.191489362,0
1446560483,1502,119.51,28,21.24214286,2.642194799,-0.089794364,0.166666667,0
1446560553,1501,79.83,41,7.308292683,2.721448731,-0.423193642,-0.594059406,0
1446560624,1519,87.4,43,7.974651163,2.789248329,0.674971253,0.34375,0
1446560648,1515,210.54,54,10.90759259,2.949575384,0.243444366,0.125,0
1446560659,1503,134.72,106,9.466698113,3.454448194,0.252743165,0.06,0
1446560680,1518,77.1,132,5.255833333,4.238766786,-0.260360706,0.189189189,0
1446560706,1509,397.17,11,4.206363636,1.486004765,-0.004586466,0.222222222,0
1446560909,1502,157,83,7.030120482,3.729719053,0,0.0375,0
1446560968,1515,101.3,119,5.868571429,3.893895261,-0.375885651,0.043859649,0
1446561028,1515,40.58,20,2.5585,2.623663843,-0.145864029,-0.459459459,0
1446561152,1515,51.91,54,2.732037037,3.156201188,-0.360083826,-0.379310345,0
1446561163,1501,139.4,23,7.507826087,2.485512004,0.001436782,0.045454546,0
1446561312,1515,53.04,187,1.67486631,4.462459337,0.02631579,-0.020942408,0
1446561329,1502,148,111,6.034504505,3.899944777,0.057142857,0.206521739,0
1446561389,1502,142.15,67,3.727462687,3.156700355,0.015357143,0.218181818,0
1446561589,1502,140,40,6.6155,2.835309862,0,0.6,0
1446561649,1502,140,23,14.78956522,2.479868529,0,-0.115384615,0
1446561669,1502,134.54,80,10.994375,3.033007437,-0.171551724,-0.166666667,0
1446561689,1502,61.08,7,15.92714286,1.035280654,-0.12954254,-0.125,0
1446561754,1518,72.93,53,7.830377359,3.339685586,0.229848229,1.038461539,0
1446561782,1515,209.87,140,12.956,2.663926093,0.099025974,-0.2,0
1446561830,1517,75,53,5.848679245,3.392920847,0,-0.263888889,0
1446561836,1508,137.9,100,7.0962,2.937459606,0.014268903,0.041666667,0
1446562124,1517,153.4,125,1.56616,4.455383133,0.175478927,1.016129032,0
1446562207,1503,89.37,156,5.729871795,4.291796845,-0.219475983,-0.018867925,0
1446562215,1499,78.25,62,8.708387097,2.500083337,-0.434201012,-0.101449275,0
1446562260,1517,35,10,4.531,0.889607331,0,-0.166666667,0
1446562280,1517,193.86,29,21.75931035,1.922139545,0.057552779,0.074074074,0
1446562296,1508,64.6,54,4.502962963,3.327165814,0.020537125,-0.129032258,0
1446562336,1508,35.29,5,18.642,0.967824173,0.008285714,0.25,0
1446562348,1514,36.19,57,3.238421053,3.403606498,-0.06966581,0.295454546,0
1446562384,1517,120.78,67,7.722238806,3.13439781,-0.160842076,0.456521739,0
1446562399,1501,222.8,220,7.381045455,3.782014821,0.171398528,0.279069767,0
1446562573,1500,69.4,25,4.7256,2.482403772,0.020588235,0.190476191,0
1446562627,1502,232,57,3.768070175,3.538552556,-0.008547009,0,0
1446562681,1504,172.03,72,14.1475,3.2105459,1.422275415,-0.152941176,0
1446562747,1502,95.86,111,5.061981982,3.270942303,0.084634533,0.077669903,0
1446562819,1501,77.92,45,7.54,2.69407757,-0.06075217,-0.338235294,0
1446562821,1504,64.42,40,5.6205,3.084729174,-0.485257691,-0.420289855,0
1446562868,1513,158.4,53,17.94792453,2.524699347,0.806363325,-0.171875,0
1446562894,1517,58.88,28,8.320357143,2.603647083,0.463220676,0.217391304,0
1446562905,1493,99.14,43,5.177441861,3.161017759,0.204763641,0.303030303,0
1446562946,1507,299.22,92,8.999021739,3.252583871,-0.191799692,0.210526316,0
1446563147,1502,140,4,9.27,0.468474569,0,-0.692307692,0
1446563157,1502,140,45,6.248666667,3.142856663,0,0.125,0
1446563303,1500,78.63,51,9.868039216,2.471532155,0.253067729,0.243902439,0
1446563347,1502,206.48,34,10.35382353,2.529802086,0.032761467,-0.170731707,0
1446563534,1517,211.34,64,10.2359375,3.201455178,0.011196172,-0.123287671,0
1446563572,1513,69.41,24,6.930833333,2.154427386,0.014024836,-0.272727273,0
1446563607,1502,140,65,6.013692308,3.333107166,0,-0.071428571,0
1446563657,1502,77.26,65,9.791230769,3.248194006,-0.369717735,0.101694915,0
1446563697,1502,140,52,16.25057692,1.354996713,-0.178644764,-0.071428571,0
1446563842,1512,154.55,36,9.193333333,2.480390703,0.223673793,-0.25,0
1446563976,1506,48.5,32,4.879375,2.559806569,-0.058252427,0.6,0
1446564030,1515,177,92,5.985217391,3.521724376,0.014036093,0.095238095,0
1446564051,1503,139.25,121,4.762066116,3.906825667,-0.319536747,0.141509434,0
1446564092,1512,60.8,34,4.722352941,1.850002665,0.147169811,0.096774194,0
1446564114,1516,181.56,112,8.546696429,3.788119565,-0.060540205,0.204301075,0
1446564270,1515,124.14,47,11.61191489,3.130263153,-0.341956003,-0.216666667,0
1446564312,1512,207.39,98,6.579387755,3.687626662,-0.075431323,-0.048543689,0
1446564318,1511,92.84,86,6.476162791,3.740716373,0.033507737,0.116883117,0
1446564438,1511,162,59,4.75220339,3.299214335,-0.008567931,0,0
1446564473,1498,127.49,63,11.37349206,3.198897943,0.482441861,-0.030769231,0
1446564614,1516,67,2,7.525,0,0.094234852,-0.333333333,0
1446564621,1503,98.44,103,4.69184466,3.551780147,0.012444719,-0.162601626,0
1446564813,1498,50.83,27,3.755555556,2.721983692,0.243699535,-0.068965517,0
1446564867,1501,356.95,100,13.8154,2.928877873,0.288395597,-0.056603774,0
1446564958,1511,199,36,5.809444444,3.030227652,0,-0.217391304,0
1446564990,1515,133.48,168,5.586130952,4.349024331,0.226838235,0.282442748,0
1446565361,1502,140,34,15.68294118,2.639700591,0,0.172413793,0
1446565385,1497,87.05,124,5.055887097,4.199359343,0.014568765,0.097345133,0
1446565391,1502,163.28,149,4.968456376,4.429981049,-0.445191981,0.049295775,0
1446565461,1502,142,97,5.591030928,3.774444454,-0.005602241,-0.08490566,0
1446565492,1510,72.61,13,16.80538462,1.384367957,0.19228243,0.083333333,0
1446565495,1497,107.08,13,8.112307692,1.830804601,0.279178115,0.181818182,0
1446565518,1510,50.98,46,7.504347826,3.013367375,-0.020933359,0.069767442,0
1446565682,1510,70.3,80,3.74075,3.744281544,-0.006921882,-0.130434783,0
1446565687,1501,88.18,170,4.386588235,4.444965515,0.053398638,-0.100529101,0
1446565761,1502,140,21,6.176666667,2.55140857,0,0.235294118,0
1446565772,1510,87.29,112,6.601696429,4.097440819,0.121979434,0.166666667,0
1446565838,1510,197.6,83,10.88,3.405866422,0.018556701,0.024691358,0
1446565889,1499,152.95,103,8.253980583,3.827271399,-0.288571561,-0.1953125,0
1446566106,1504,47.41,36,6.220833333,2.830175064,-0.084749035,-0.333333333,0
1446566271,1502,226.35,142,8.437112676,4.117772159,-0.299616313,-0.077922078,0
1446566370,1511,74.98,124,3.615241936,3.951174511,0.032355776,0.07826087,0
1446566382,1510,205.58,104,5.578461539,3.696457052,0.000389294,0,0
1446566387,1500,104.67,6,3.436666667,1.566569199,-0.011241262,-0.538461538,0
1446566575,1496,123.54,105,6.955333333,3.385493618,-0.050641666,0.296296296,0
1446566666,1505,107.06,109,8.319082569,4.033557375,0.018745837,-0.03539823,0
1446566775,1496,45,24,9.362083333,2.040245267,-0.153658078,-0.294117647,0
1446566797,1500,62.11,10,21.188,1.316540994,-0.198373774,-0.444444444,0
1446566857,1500,119.92,140,13.06257143,3.509314664,-0.152868042,-0.125,0
1446566937,1500,43,24,5.252083333,2.662683929,0.060419236,0.2,0
1446567044,1514,89.67,86,6.273139535,3.891016087,-0.084345961,0.048780488,0
1446567120,1513,201.66,16,8.3775,1.933228522,0.207472606,0.454545455,0
1446567192,1509,139.9,96,10.13885417,3.95462995,0.010254188,0.156626506,0
1446567307,1499,149.67,133,8.234135338,3.835268652,-0.301912313,-0.248587571,0
1446567500,1512,246.55,46,24.70847826,2.423252617,0.741049361,0,0
1446567510,1512,142.89,43,3.764651163,3.186154041,-0.047844339,-0.104166667,1
1446567513,1496,85.33,34,4.959705882,2.702432175,0.181038062,-0.055555556,0
1446567570,1512,254,105,4.989904762,4.115606412,0.020080321,0.25,0
1446567727,1499,155.26,38,7.668157895,2.706381988,0.651702128,0.652173913,0
1446567822,1509,69.13,15,3.208,2.150505299,-0.041192788,-0.25,0
1446568129,1497,95.9,60,8.2475,3.113843597,0.019670388,-0.016393443,0
1446568140,1511,71.83,23,11.41695652,2.351407168,-0.189734913,0.4375,0
1446568184,1512,488.56,34,32.22617647,2.364165844,-0.408923732,0,0
1446568257,1498,106.32,75,8.4456,3.219353407,0.250823529,-0.127906977,0
1446568275,1495,107.54,75,9.619466667,3.482970598,-0.317466362,-0.20212766,0
1446568283,1496,82.5,86,9.968139535,3.61410215,-0.734025405,0.048780488,0
1446568512,1509,114,18,6.616666667,1.452592258,-0.013328717,-0.142857143,0
1446568624,1512,117.25,80,10.75875,3.466734041,0.417946547,0.15942029,0
1446568692,1509,290.35,137,10.16080292,3.849075156,0.332797797,0.181034483,0
1446568931,1500,127.09,165,9.243454546,3.848163482,-0.073215197,-0.029411765,0
1446568971,1500,83.22,31,3.697419355,2.960409715,0.14,2.875,0
1446568984,1511,62.91,29,21.73172414,2.186530946,-0.07116492,-0.09375,0
1446569406,1503,66.17,101,4.184950495,3.292342887,-0.276118587,0.683333333,0
1446569725,1495,76.29,39,10.49692308,2.94988046,-0.309405268,-0.071428571,0
1446569816,1502,151.2,13,6.508461539,1.719393922,-0.005263158,-0.315789474,0
1446569831,1499,94.79,40,14.99825,1.84022425,-0.600362579,0.176470588,0
1446570039,1496,391,98,4.960408163,4.057127075,0.027730319,-0.02,0
1446570282,1508,104.15,47,19.92489362,2.599938775,0.825591586,0.342857143,0
1446570376,1502,140,24,19.54791667,0.862641862,0,0.043478261,0
1446570413,1495,31.96,59,5.073220339,2.857437667,-0.456832087,-0.078125,0
1446570511,1498,154.09,69,15.66884058,3.228831904,-0.506137624,-0.041666667,0
1446570556,1502,106.14,139,6.060215827,3.694583966,-0.244393821,0.037313433,0
1446570577,1497,35,20,8.7315,2.191356712,-0.170616114,-0.130434783,0
1446570586,1502,178,56,6.405178571,2.891874207,-0.005586592,-0.111111111,0
1446570943,1495,69.8,29,6.311724138,2.247807738,-0.018284107,-0.171428571,0
1446570975,1495,152.8,111,9.515855856,3.655705893,0,0.193548387,0
1446571094,1510,62.11,32,8.1890625,2.459473236,0.0773634,0.142857143,0
1446571196,1502,112.47,89,5.199213483,3.751369241,0.239202292,-0.082474227,0
1446571241,1497,68.92,83,6.812530121,3.750372846,-0.703212471,-0.135416667,0
1446571242,1507,122.47,21,10.39,1.92278017,0.162395596,-0.34375,0
1446571266,1501,163.94,177,7.345536723,4.140230927,-0.113981517,0.351145038,0
1446571366,1501,154.44,130,7.074076923,4.105037662,0.304171593,0.192660551,0
1446571585,1494,61.08,29,4.309310345,2.170140457,0.219892151,0.380952381,0
1446571856,1501,43.19,25,13.878,1.859334644,-0.122867587,0.25,0
1446571927,1496,93.77,101,3.417128713,3.482656403,0.012853748,0.030612245,0
1446572016,1501,55.94,33,10.58,2.621173045,-0.243235931,-0.029411765,0
1446572273,1495,88.35,29,12.80724138,2.062013219,-0.122902809,-0.325581395,0
1446572350,1509,104,31,3.060967742,2.638619987,0,-0.491803279,0
1446572390,1509,191.15,226,7.119867257,4.166782162,-0.151198934,-0.034188034,0
1446572510,1509,126.89,19,14.89842105,2.126799541,1.148129338,-0.173913043,0
1446572627,1496,140.2,51,16.41509804,2.844482136,0.043931497,-0.215384615,0
1446572645,1494,212.85,169,9.185798817,4.437385482,0.066649962,0.126666667,0
1446572650,1504,61.2,10,10.577,1.653537867,-0.346153846,-0.545454545,0
1446572675,1494,160.58,164,10.86859756,3.736099158,0.027120379,0.058064516,0
1446572677,1496,146.29,113,10.72955752,3.447911257,0.5382755,0.107843137,0
1446572743,1494,199.19,79,16.6943038,2.897043712,-0.026441838,-0.177083333,0
1446572765,1494,182,87,5.772413793,3.564007482,0,-0.09375,0
1446572894,1505,252.1,140,4.6945,4.055573778,-0.276406429,-0.119496855,0
1446573025,1494,62.23,27,6.766296296,2.586301163,-0.196306341,-0.25,0
1446573050,1508,50.2,48,5.583958333,3.119954946,-0.570866815,-0.441860465,0
1446573069,1495,33.22,27,11.67037037,2.58909499,-0.712006935,-0.357142857,0
1446573143,1494,78.38,56,8.755357143,3.185920976,0.180243939,0.098039216,0
1446573146,1500,62.93,17,2.924705882,2.516101391,-0.108008505,-0.19047619,0
1446573215,1494,91.91,59,5.111355932,3.398183843,0.00944536,0.113207547,0
1446573230,1508,46.89,49,6.625714286,2.975907311,-0.230933246,-0.169491525,0
1446573259,1495,61.94,40,5.9845,2.58326223,0.219291339,-0.166666667,0
1446573292,1505,70.6,46,7.975217391,2.610485744,-0.051839914,-0.098039216,0
1446573422,1505,110.1,25,7.5944,2.341784582,-0.206772334,-0.615384615,0
1446573460,1508,224.6,103,1.701067961,4.126767048,0.350571257,0.06185567,0
1446573780,1508,117.19,34,14.06970588,2.600617652,0.555894849,-0.028571429,0
1446573800,1508,190.77,83,8.913614458,3.384637051,0.650116772,-0.097826087,0
1446574111,1492,129.11,180,3.412833333,4.571087091,-0.198671797,-0.057591623,0
1446574224,1508,120.2,60,5.3965,2.882078311,0.13610586,-0.090909091,0
1446574273,1494,193.2,81,21.22333333,2.400510167,-0.039761431,-0.198019802,0
1446574274,1508,63.62,39,6.053846154,2.854969421,0.010643368,-0.113636364,0
1446574298,1505,84.22,192,1.468125,4.815254354,0.297488831,1.206896552,0
1446574374,1508,81.91,126,4.998015873,4.099562728,-0.369243801,-0.073529412,0
1446574425,1493,162,32,7.233125,2.387716016,0.928571429,-0.157894737,0
1446574428,1504,85.05,18,4.178333333,1.983734974,0.10915493,-0.379310345,0
1446574479,1494,106.58,109,6.512018349,3.796707018,-0.389366334,0.101010101,0
1446574816,1499,59,195,3.361794872,4.124344254,-0.473825025,0.107954546,0
1446574846,1499,61.27,37,14.42972973,2.841983825,-0.212872559,0.027777778,0
1446574898,1504,48.4,154,3.814285714,4.456881362,-0.048929063,-0.06097561,0
1446574929,1494,72.3,43,7.570697674,2.796637082,-0.100186683,-0.203703704,0
1446574978,1504,157,130,6.288076923,4.005383722,0.69766436,-0.057971014,0
1446575056,1499,50.44,38,9.036052632,2.966358606,-0.396289647,-0.208333333,0
1446575199,1494,169,172,5.567441861,4.0103816,0,-0.049723757,0
1446575258,1504,96.6,134,5.217835821,3.890560452,-0.138730385,0.12605042,0
1446575470,1506,130.8,158,4.96335443,4.191241831,-0.046994536,-0.01863354,0
1446575660,1506,59.43,28,2.178214286,2.79341977,-0.03003101,0.272727273,0
1446575670,1506,41.92,46,6.124565217,2.690371387,-0.062821373,-0.28125,0
1446575696,1498,222.7,178,3.716292135,4.248945102,1.140522876,-0.123152709,0
1446575714,1507,71.47,152,4.1925,4.272514632,0.200571141,0.027027027,0
1446576108,1503,97.05,30,8.142,2.293277296,-0.028042063,-0.230769231,0
1446576168,1503,78.8,84,9.319404762,3.140424351,-0.270235229,0.105263158,0
1446576189,1494,108.22,86,5.544418605,3.779913918,0.180023989,0.088607595,0
1446576227,1495,105.22,82,7.022560976,3.783373731,0.521839745,0.188405797,0
1446576328,1503,158.8,39,11.48897436,2.706701682,-0.039903265,-0.264150943,0
1446576429,1494,156.19,99,7.508989899,3.605516791,-0.321178669,-0.123893805,0
1446576488,1503,222.49,137,9.25270073,3.859730229,0.088929131,-0.086666667,0
1446576495,1491,169.37,83,9.780963855,3.164229416,-0.37034834,0.121621622,0
1446576517,1494,77.66,40,19.8095,2.425749574,-0.328723312,-0.402985075,0
1446576522,1503,175.45,82,5.831341463,3.579943024,-0.097850679,-0.219047619,0
1446576641,1495,60.16,12,14.3475,0.989120872,-0.257833703,0,0
1446576962,1503,75.87,103,6.037572816,4.002219592,-0.136270492,-0.162601626,0
1446576964,1506,348.61,116,4.371293103,3.91913469,0.657285477,-0.079365079,0
1446577080,1505,207.71,28,3.926428571,2.226459473,0.160391062,-0.333333333,0
1446577090,1505,92.67,108,12.10083333,3.128253163,-0.302236277,-0.187969925,0
1446577162,1503,120.95,78,5.842948718,3.766137197,0.016386555,0.3,0
1446577214,1506,153,71,5.112676056,3.40895952,0,-0.053333333,0
1446577248,1503,205.6,87,9.274252874,3.246967545,0.002926829,-0.084210526,0
1446577330,1505,92.16,19,7.517368421,2.543365116,-0.102978392,-0.441176471,0
1446577479,1493,83.41,23,10.71347826,2.093396022,-0.5629552,-0.361111111,0
1446577489,1493,111.74,92,5.844021739,3.778729972,-0.320977151,-0.132075472,0
1446577565,1491,174.9,61,15.6352459,2.41040385,-0.034501794,0.109090909,0
1446577642,1502,303.3,179,6.228212291,4.192465335,1.103766387,0.162337662,0
1446577692,1502,140,156,5.439102564,4.217452814,0,-0.031055901,0
1446577816,1497,36.25,30,4.205,2.754599581,-0.034620506,-0.302325581,0
1446577912,1502,140,15,8.858,2.040676126,0,0.153846154,0
1446577922,1502,140,6,1.665,0.852116933,0,-0.6,0
1446577965,1491,203.12,212,6.122122642,4.541672595,0.027415276,0.029126214,0
1446577982,1502,140,40,1.7075,3.086447589,0,-0.090909091,0
1446578022,1502,140,40,7.527,2.560772652,0,0.428571429,0
1446578109,1493,108.46,113,9.600442478,3.821901496,0.190167892,0.430379747,0
1446578169,1493,26.57,29,10.93206897,2.873837562,-0.447149397,-0.452830189,0
1446578217,1494,83.09,48,3.092291667,3.267891611,0.001204965,-0.186440678,0
1446578225,1490,137.42,101,2.071881188,3.914165831,-0.026149812,-0.10619469,0
1446578238,1502,140,49,11.36571429,3.189538585,0,0.225,0
1446578295,1490,70.03,40,5.899,3.106830451,-0.796424419,-0.5,0
1446578347,1494,166.84,60,20.33166667,2.802026043,-0.233448197,-0.325842697,0
1446578431,1495,58.74,58,5.192241379,3.222133001,0.19877551,-0.09375,0
1446578470,1504,64.07,6,3.291666667,0.882140019,-0.026883354,0.5,0
1446578594,1505,68.08,43,5.976046512,2.895069024,-0.140078312,-0.065217391,0
1446578859,1492,159,48,15.30041667,2.780629728,0.025475653,0.021276596,0
1446578949,1492,46.7,37,16.1072973,2.977971529,-0.241143971,0.121212121,0
1446578955,1490,191.91,233,6.452446352,4.39937694,0.114783619,-0.060483871,0
1446578996,1496,108.45,125,9.34872,4.038158643,-0.549513999,-0.074074074,0
1446579072,1501,78.64,181,2.359005525,4.493922198,-0.147626274,-0.117073171,0
1446579075,1490,80.25,175,1.071028571,4.687066755,-0.099427674,-0.541884817,0
1446579179,1492,67.42,168,6.803392857,3.88096855,-0.314070607,-0.111111111,0
1446579234,1505,74.95,129,7.337286822,3.303848168,-0.151092989,-0.104166667,0
1446579398,1501,99.18,61,12.58918033,2.588524564,-0.063898065,0.109090909,0
1446579628,1501,45.1,53,5.331509434,2.947610925,0.002222222,-0.14516129,0
1446579676,1495,125.83,36,12.4275,2.627791589,0.364306625,-0.142857143,0
1446579920,1503,3.24,175,1.429714286,4.140716438,-0.913738019,1.651515152,0
1446580007,1491,119.27,124,6.408709677,4.007446444,-0.300674289,-0.205128205,0
1446580218,1501,234.63,12,10.14,1.772140368,-0.04660707,-0.2,0
1446580367,1493,119.69,17,11.24058824,1.78543141,0.100091912,-0.15,0
1446580432,1500,328.9,108,15.56009259,3.056438533,0.375690146,0.479452055,0
1446580444,1504,194,51,5.476078431,3.214963222,0,-0.072727273,0
1446580458,1501,122.77,33,3.034848485,2.807897709,0.005404963,0.137931035,0
1446580609,1491,65.58,87,4.569425287,3.594771372,-0.382892632,-0.064516129,0
1446580641,1493,103.34,24,9.784583333,1.831967762,0.336177916,-0.4,0
1446580780,1503,172.06,151,5.910927152,4.006256164,0.338259314,-0.006578947,0
1446581022,1500,106.98,40,9.05275,2.326831553,0.344307615,0.111111111,0
1446581152,1500,68.64,31,18.82903226,2.155874394,0.326889619,0.192307692,0
1446581157,1492,176.37,85,5.099411765,3.820492658,0.1508646,-0.141414141,0
1446581165,1490,414.68,61,13.60557377,3.032744416,1.248563063,-0.075757576,0
1446581191,1493,120,71,4.610704225,3.52155132,-0.202922617,-0.29,0
1446581221,1493,99,74,3.307297297,3.462928188,-0.066654096,0.298245614,0
1446581277,1492,109,38,2.41631579,3.030990066,0,0.225806452,0
1446581287,1492,123.35,40,13.394,2.843158329,0.052474403,0.052631579,0
1446581359,1490,141.15,158,9.31886076,4.08752754,0.246027542,0.398230089,0
1446581784,1503,194,86,7.876627907,3.565907638,0,0.036144578,0
1446581788,1500,72.33,173,5.532543353,4.470303504,-0.011209843,-0.02259887,0
1446581854,1503,141.93,50,21.4334,2.895145939,0.232352175,1.380952381,0
1446581916,1495,74.28,89,2.46741573,3.997773507,0.037430168,0.126582279,0
1446581940,1502,140,27,8.925185185,2.434349782,0,-0.181818182,0
1446581942,1499,35,12,23.26416667,1.506186493,-0.016853933,-0.25,0
1446582048,1499,108.04,115,6.735478261,3.871894416,-0.203890649,-0.184397163,0
1446582094,1503,195.15,75,7.320533333,3.701434821,0.09462643,-0.137931034,0
1446582111,1492,278.45,93,12.88688172,3.562906042,-0.041810048,-0.060606061,0
